OBI ID	IEDB alternative term	RDFS Label	Textual Definition	Logical Definition Type	Parent	Technique	Input	Reagent	MHC Source	Biological Process	BCell Process Result	TCell Process Result	Output	Unit	Term Editor	Definition Source
OBI:0001577	IL-22 release|cytometric bead array	cytometric bead array assay measuring epitope specific intracellular cytokine staining (ICS) IL-22 production by T cells	An assay of epitope specific interleukin-22 production by T cells that uses a cytometric bead array assay.	equivalent	biological activity assay measuring epitope specific interleukin-22 production by T cells	cytometric bead array assay									IEDB	IEDB
OBI:0001578	VEGF release|ELISA	ELISA measuring epitope specific vascular endothelial growth factor production by T cells	An assay of epitope specific vascular endothelial growth factor production by T cells that uses an ELISA.	equivalent	biological activity assay measuring epitope specific vascular endothelial growth factor production by T cells	enzyme-linked immunosorbent assay									IEDB	IEDB
OBI:0001579	qualitative binding|lysate MHC	cell lysate MHC binding assay measuring binding of a MHC:ligand complex	A MHC binding qualitative binding to ligand assay using MHC in a cell lysate.	equivalent	assay measuring qualitiative binding of a MHC:ligand complex				cell lysate						"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001584	qualitative binding|purified MHC/direct/phage display	purified MHC direct binding assay measuring binding of a MHC:ligand complex using phage display	A purified MHC binding assay that uses a phage display binding assay to measure direct ligand binding.	subclass	purified MHC binding assay measuring binding of a MHC:ligand complex	phage display binding assay			purified MHC molecule preparation						"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001585	IL-7 release|cytometric bead array	cytometric bead array assay measuring epitope specific interleukin-7 production by T cells	An assay of epitope specific interleukin-7 production by T cells that uses a cytometric bead array assay.	equivalent	biological activity assay measuring epitope specific interleukin-7 production by T cells	cytometric bead array assay									IEDB	IEDB
OBI:0001586	half life|purified MHC/direct/radioactivity|min	purified MHC direct binding assay measuring half life of a MHC:ligand complex using radioactivity detection	A purified MHC ligand half life of binding determination assay that uses radioactivity detection to measure direct ligand binding.	equivalent	assay measuring the half life of a MHC:ligand complex	radioactivity detection			purified MHC molecule preparation					minute	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001587	IL-7 release|biological activity	biological activity assay measuring epitope specific interleukin-7 production by T cells	A T cell epitope specific cytokine production assay that detects interleukin-7 production by T cells.	equivalent	biological activity assay measuring epitope specific cytokine production by T cells					interleukin-7 production					IEDB	IEDB
OBI:0001589	IL-17A release|ICS	intracellular cytokine staining assay measuring epitope specific interleukin-17A production by T cells	A T cell epitope specific interleukin-17A production assay that uses an intracellular cytokine staining assay.	equivalent	biological activity assay measuring epitope specific interleukin-17A production by T cells	flow cytometry assay									IEDB	IEDB
OBI:0001590	qualitative binding|purified MHC/direct/fluorescence	purified MHC direct binding assay measuring binding of a MHC:ligand complex using fluorescence detection	A purified MHC binding assay that uses fluorescence detection to measure direct ligand binding.	subclass	purified MHC binding assay measuring binding of a MHC:ligand complex	fluorescence detection assay			purified MHC molecule preparation						"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001592	half maximal effective concentration (EC50)|purified MHC/direct/fluorescence|nM	purified MHC direct binding assay measuring half maximal effective concentration [EC50] of a MHC:ligand complex using fluorescence detection	A purified MHC ligand binding half maximal effective concentration (EC50) determination assay that uses fluorescence detection to measure direct ligand binding.	equivalent	assay measuring the half maximal effective concentration [EC50] of a MHC:ligand complex	fluorescence detection assay			purified MHC molecule preparation					nanomolar	IEDB	IEDB
OBI:0001594	qualitative binding|cellular MHC/competitive/fluorescence	cell bound MHC competitive binding assay of a MHC:ligand complex using fluorescence detection	A cell bound MHC binding assay that uses fluorescence to detect loss of binding of a known reference ligand due to competition by the ligand under investigation	subclass	cell bound MHC binding assay measuring binding of a MHC:ligand complex	fluorescence detection assay	('material entity' and 'has role' some 'competitive binding reference ligand role')		cell						"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001595	3D structure|x-ray crystallography|angstroms	X-ray crystallography assay determining the 3D structure of a MHC:ligand complex	A MHC binding 3D structure determination of MHC molecule:epitope complex assay that uses an X-ray crystallography assay.	equivalent	3D structure determining assay of a MHC:ligand complex	X-ray crystallography assay			purified MHC molecule preparation				3D structural organization datum	angstrom	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001597	half maximal inhibitory concentration (IC50)|cellular MHC/T cell inhibition|nM	cell bound MHC competitive binding assay measuring half maximal inhibitory concentration [IC50] of a MHC:ligand complex using T cell epitope recognition	A cell bound MHC ligand binding half maximal inhibitory concentration (IC50) determination assay that uses a T cell epitope recognition assay to measure ligand binding.	equivalent	assay measuring the half maximal inhibitory concentration [IC50] of a MHC:ligand complex	assay measuring binding of a T cell epitope:MHC:TCR complex	('material entity' and 'has role' some 'competitive binding reference ligand role')		cell					nanomolar	IEDB	IEDB
OBI:0001599	qualitative binding|cellular MHC/competitive/radioactivity	cell bound MHC competitive binding assay of a MHC:ligand complex using radioactivity detection	A cell bound MHC binding assay that uses radioactivity detection to detect loss of binding of a known reference ligand due to competition by the ligand under investigation.	subclass	cell bound MHC binding assay measuring binding of a MHC:ligand complex	radioactivity detection	('material entity' and 'has role' some 'competitive binding reference ligand role')		cell						IEDB	IEDB
OBI:0001600	G-CSF release|biological activity	biological activity assay measuring epitope specific granulocyte colony stimulating factor production by T cells	A T cell epitope specific cytokine production assay that detects granulocyte colony stimulating factor production by T cells.	equivalent	biological activity assay measuring epitope specific cytokine production by T cells					granulocyte colony-stimulating factor production					IEDB	IEDB
OBI:0001601	IL-21 release|cytometric bead array	cytometric bead array assay measuring epitope specific intracellular cytokine staining (ICS) IL-21 production by T cells	An assay of epitope specific interleukin-21 production by T cells that uses a cytometric bead array assay.	equivalent	biological activity assay measuring epitope specific interleukin-21 production by T cells	cytometric bead array assay									IEDB	IEDB
OBI:0001602	qualitative binding|cellular MHC/direct/radioactivity	cell bound MHC direct binding assay of a MHC:ligand complex using radioactivity detection	A cell bound MHC binding assay that uses radioactivity detection to detect direct binding.	subclass	cell bound MHC binding assay measuring binding of a MHC:ligand complex	radioactivity detection			cell						"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001604	50% dissociation temperature|purified MHC/direct/fluorescence|å¡C	purified MHC direct binding assay measuring 50% dissociation of binding temperature [Tm] of a MHC:ligand complex using fluorescence detection	A purified MHC binding assay that uses fluorescence detection to measure the 50% dissociation of binding temperature of direct ligand binding.	subclass	purified MHC binding assay measuring binding of a MHC:ligand complex	fluorescence detection assay			purified MHC molecule preparation				50% dissociation of binding temperature (Tm)	degree Celsius	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001606	qualitative binding|cellular MHC/direct/fluorescence	cell bound MHC direct binding assay of a MHC:ligand complex using fluorescence detection	A cell bound MHC binding assay that uses fluorescence detection to detect direct binding.	subclass	cell bound MHC binding assay measuring binding of a MHC:ligand complex	fluorescence detection assay			cell						"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
